timestamp,steer,throttle,break
14.849083065986633,0.0,0.0,0.0
15.849083065986633,0.0,0.0,0.0
17.849083065986633,0.0,0.0,0.0
17.849083065986633,0.0,0.0,0.0
18.849083065986633,0.0,0.0,0.0
19.849083065986633,0.0,0.0,0.0
20.849083065986633,0.0,0.0,0.0
21.849083065986633,0.0,0.0,0.0
22.849083065986633,0.0,0.0,0.0
24.849083065986633,0.0,0.0,0.0
24.849083065986633,0.0,0.0,0.0
25.849083065986633,0.0,0.0,0.0
26.849083065986633,0.0,0.0,0.0
27.849083065986633,0.0,0.0,0.0
28.849083065986633,0.0,0.0,0.0
29.849083065986633,0.0,0.0,0.0
31.849083065986633,0.0,0.0,0.0
31.849083065986633,0.0,0.0,0.0
32.84908306598663,0.0,0.0,0.0
33.84908306598663,0.0,0.0,0.0
34.84908306598663,0.0,0.0,0.0
35.84908306598663,0.0,0.0,0.0
36.84908306598663,0.0,0.0,0.0
40.84908306598663,0.0,0.0,0.0
41.84908306598663,0.0,0.0,0.0
45.84908306598663,0.0,0.0,0.0
45.84908306598663,0.0,0.0,0.0
49.84908306598663,0.019410613924264908,0.699999988079071,0.0
50.84908306598663,0.019998939707875252,0.699999988079071,0.0
54.84908306598663,0.02057887427508831,0.699999988079071,0.0
55.84908306598663,0.02143934927880764,0.699999988079071,0.0
59.84908306598663,0.021987875923514366,0.699999988079071,0.0
59.84908306598663,0.022659925743937492,0.699999988079071,0.0
62.84908306598663,0.02319379709661007,0.699999988079071,0.0
63.84908306598663,0.02485670894384384,0.4421708583831787,0.0
69.84908306598663,0.021167486906051636,0.699999988079071,0.0
70.84908306598663,0.011521711014211178,0.699999988079071,0.0
71.84908306598663,0.008347944356501102,0.699999988079071,0.0
74.84908306598663,0.006857497151941061,0.6375741362571716,0.0
75.84908306598663,0.006371625699102879,0.48717832565307617,0.0
80.84908306598663,0.005263960920274258,0.2287604808807373,0.0
81.84908306598663,0.004961282946169376,0.3371010422706604,0.0
82.84908306598663,0.0034862314350903034,0.3625270128250122,0.0
83.84908306598663,0.0015352913178503513,0.37926679849624634,0.0
87.84908306598663,-0.0019537187181413174,0.3867059350013733,0.0
88.84908306598663,-0.004237969871610403,0.3849695324897766,0.0
91.84908306598663,-0.00623790267854929,0.3820357322692871,0.0
92.84908306598663,-0.008371044881641865,0.37910932302474976,0.0
99.84908306598663,-0.009482502937316895,0.3785458207130432,0.0
100.84908306598663,-0.008930760435760021,0.3794512152671814,0.0
101.84908306598663,-0.00832402054220438,0.37956130504608154,0.0
102.84908306598663,-0.012067526578903198,0.0,1.0
106.84908306598663,-0.011355052702128887,0.0,1.0
107.84908306598663,-0.01894976571202278,0.0,1.0
110.84908306598663,-0.027609435841441154,0.0,1.0
111.84908306598663,-0.027748389169573784,0.0,1.0
115.84908306598663,-0.02775321714580059,0.0,1.0
116.84908306598663,-0.027752680703997612,0.0,1.0
119.84908306598663,-0.027754290029406548,0.0,1.0
120.84908306598663,-0.027754290029406548,0.0,1.0
124.84908306598663,-0.027754290029406548,0.0,1.0
125.84908306598663,-0.027754290029406548,0.0,1.0
129.84908306598663,-0.027754290029406548,0.0,1.0
130.84908306598663,-0.027754290029406548,0.0,1.0
133.84908306598663,-0.027754290029406548,0.0,1.0
134.84908306598663,-0.027754290029406548,0.0,1.0
135.84908306598663,-0.027754290029406548,0.0,1.0
140.84908306598663,-0.027754290029406548,0.0,1.0
141.84908306598663,-0.027754290029406548,0.0,1.0
144.84908306598663,-0.027754290029406548,0.0,1.0
145.84908306598663,-0.027754290029406548,0.0,1.0
150.84908306598663,-0.027754290029406548,0.0,1.0
151.84908306598663,-0.027754290029406548,0.0,1.0
157.84908306598663,-0.027754290029406548,0.0,1.0
158.84908306598663,-0.027754290029406548,0.0,1.0
159.84908306598663,-0.027754290029406548,0.0,1.0
160.84908306598663,-0.027754290029406548,0.0,1.0
164.84908306598663,-0.027754290029406548,0.0,1.0
165.84908306598663,-0.027754290029406548,0.0,1.0
170.84908306598663,-0.027754290029406548,0.0,1.0
171.84908306598663,-0.027754290029406548,0.0,1.0
175.84908306598663,-0.028158225119113922,0.699999988079071,0.0
176.84908306598663,-0.028941122815012932,0.699999988079071,0.0
180.84908306598663,-0.02495213784277439,0.699999988079071,0.0
181.84908306598663,-0.0291032325476408,0.699999988079071,0.0
185.84908306598663,-0.025322452187538147,0.699999988079071,0.0
186.84908306598663,-0.02006683126091957,0.699999988079071,0.0
189.84908306598663,-0.009457884356379509,0.699999988079071,0.0
190.84908306598663,-0.00635182298719883,0.699999988079071,0.0
196.84908306598663,-0.005101173184812069,0.6367582082748413,0.0
197.84908306598663,-0.004705664236098528,0.42532074451446533,0.0
198.84908306598663,-0.003357970155775547,0.33349502086639404,0.0
199.84908306598663,-0.0018536164425313473,0.333060622215271,0.0
204.84908306598663,0.0009527443908154964,0.36141908168792725,0.0
205.84908306598663,0.0031277178786695004,0.3762691020965576,0.0
208.84908306598663,0.005282019730657339,0.38352644443511963,0.0
209.84908306598663,0.007727338001132011,0.38418102264404297,0.0
215.84908306598663,0.00877296645194292,0.3820466995239258,0.0
216.84908306598663,0.009679306298494339,0.37946605682373047,0.0
217.84908306598663,0.009527184069156647,0.3788132667541504,0.0
218.84908306598663,0.009046804159879684,0.3787727355957031,0.0
222.84908306598663,0.008253592066466808,0.3790951371192932,0.0
223.84908306598663,0.006896812468767166,0.379322350025177,0.0
228.84908306598663,0.005943665746599436,0.37939906120300293,0.0
229.84908306598663,0.004863288719207048,0.37941455841064453,0.0
230.84908306598663,0.0039801341481506824,0.37939774990081787,0.0
235.84908306598663,0.002843802096322179,0.3793737292289734,0.0
236.84908306598663,0.0023605083115398884,0.37936699390411377,0.0
240.84908306598663,0.0015520697925239801,0.3793673515319824,0.0
241.84908306598663,0.0010963557288050652,0.3793696165084839,0.0
244.84908306598663,0.0007347404025495052,0.3793712258338928,0.0
245.84908306598663,0.00033109780633822083,0.3793725371360779,0.0
250.84908306598663,-0.000201928720343858,0.3793734312057495,0.0
251.84908306598663,-0.00017528835451230407,0.37937337160110474,0.0
255.84908306598663,-0.0002622352330945432,0.37937337160110474,0.0
256.84908306598663,-0.0002795940381474793,0.3793724775314331,0.0
260.84908306598663,-0.0003279370430391282,0.37937241792678833,0.0
261.84908306598663,-0.000502376991789788,0.3793707489967346,0.0
264.84908306598663,-0.000586668960750103,0.37937188148498535,0.0
265.84908306598663,-0.0007433276623487473,0.37937188148498535,0.0
270.84908306598663,-0.0012124032946303487,0.3793708086013794,0.0
271.84908306598663,-0.0012097950093448162,0.37937140464782715,0.0
272.84908306598663,-0.001667423639446497,0.37937307357788086,0.0
